name,fips,county,state
"Tangipahoa Parish, Louisiana, United States",22105,Tangipahoa Parish,Louisiana
"Tensas Parish, Louisiana, United States",22107,Tensas Parish,Louisiana
"Terrebonne Parish, Louisiana, United States",22109,Terrebonne Parish,Louisiana
"Union Parish, Louisiana, United States",22111,Union Parish,Louisiana
"Vermilion Parish, Louisiana, United States",22113,Vermilion Parish,Louisiana
"Vernon Parish, Louisiana, United States",22115,Vernon Parish,Louisiana
"Washington Parish, Louisiana, United States",22117,Washington Parish,Louisiana
"Webster Parish, Louisiana, United States",22119,Webster Parish,Louisiana
"West Baton Rouge Parish, Louisiana, United States",22121,West Baton Rouge Parish,Louisiana
"West Carroll Parish, Louisiana, United States",22123,West Carroll Parish,Louisiana
"West Feliciana Parish, Louisiana, United States",22125,West Feliciana Parish,Louisiana
"Winn Parish, Louisiana, United States",22127,Winn Parish,Louisiana
"Androscoggin County, Maine, United States",23001,Androscoggin County,Maine
"Aroostook County, Maine, United States",23003,Aroostook County,Maine
"Cumberland County, Maine, United States",23005,Cumberland County,Maine
"Franklin County, Maine, United States",23007,Franklin County,Maine
"Hancock County, Maine, United States",23009,Hancock County,Maine
"Kennebec County, Maine, United States",23011,Kennebec County,Maine
"Knox County, Maine, United States",23013,Knox County,Maine
"Lincoln County, Maine, United States",23015,Lincoln County,Maine
"Oxford County, Maine, United States",23017,Oxford County,Maine
"Penobscot County, Maine, United States",23019,Penobscot County,Maine
"Piscataquis County, Maine, United States",23021,Piscataquis County,Maine
"Sagadahoc County, Maine, United States",23023,Sagadahoc County,Maine
"Somerset County, Maine, United States",23025,Somerset County,Maine
"Waldo County, Maine, United States",23027,Waldo County,Maine
"Washington County, Maine, United States",23029,Washington County,Maine
"York County, Maine, United States",23031,York County,Maine
"Allegany County, Maryland, United States",24001,Allegany County,Maryland
"Anne Arundel County, Maryland, United States",24003,Anne Arundel County,Maryland
"Baltimore County, Maryland, United States",24005,Baltimore County,Maryland
"Calvert County, Maryland, United States",24009,Calvert County,Maryland
"Caroline County, Maryland, United States",24011,Caroline County,Maryland
"Carroll County, Maryland, United States",24013,Carroll County,Maryland
"Cecil County, Maryland, United States",24015,Cecil County,Maryland
"Charles County, Maryland, United States",24017,Charles County,Maryland
"Dorchester County, Maryland, United States",24019,Dorchester County,Maryland
"Frederick County, Maryland, United States",24021,Frederick County,Maryland
"Garrett County, Maryland, United States",24023,Garrett County,Maryland
"Harford County, Maryland, United States",24025,Harford County,Maryland
"Howard County, Maryland, United States",24027,Howard County,Maryland
"Kent County, Maryland, United States",24029,Kent County,Maryland
"Montgomery County, Maryland, United States",24031,Montgomery County,Maryland
"Prince George's County, Maryland, United States",24033,Prince George's County,Maryland
"Queen Anne's County, Maryland, United States",24035,Queen Anne's County,Maryland
"St. Mary's County, Maryland, United States",24037,St. Mary's County,Maryland
"Somerset County, Maryland, United States",24039,Somerset County,Maryland
"Talbot County, Maryland, United States",24041,Talbot County,Maryland
"Washington County, Maryland, United States",24043,Washington County,Maryland
"Wicomico County, Maryland, United States",24045,Wicomico County,Maryland
"Worcester County, Maryland, United States",24047,Worcester County,Maryland
"Baltimore City, Maryland, United States",24510,Baltimore City,Maryland
"Barnstable County, Massachusetts, United States",25001,Barnstable County,Massachusetts
"Berkshire County, Massachusetts, United States",25003,Berkshire County,Massachusetts
"Bristol County, Massachusetts, United States",25005,Bristol County,Massachusetts
"Dukes County, Massachusetts, United States",25007,Dukes County,Massachusetts
"Essex County, Massachusetts, United States",25009,Essex County,Massachusetts
"Franklin County, Massachusetts, United States",25011,Franklin County,Massachusetts
"Hampden County, Massachusetts, United States",25013,Hampden County,Massachusetts
"Hampshire County, Massachusetts, United States",25015,Hampshire County,Massachusetts
"Middlesex County, Massachusetts, United States",25017,Middlesex County,Massachusetts
"Nantucket County, Massachusetts, United States",25019,Nantucket County,Massachusetts
"Norfolk County, Massachusetts, United States",25021,Norfolk County,Massachusetts
"Plymouth County, Massachusetts, United States",25023,Plymouth County,Massachusetts
"Suffolk County, Massachusetts, United States",25025,Suffolk County,Massachusetts
"Worcester County, Massachusetts, United States",25027,Worcester County,Massachusetts
"Alcona County, Michigan, United States",26001,Alcona County,Michigan
"Alger County, Michigan, United States",26003,Alger County,Michigan
"Allegan County, Michigan, United States",26005,Allegan County,Michigan
"Alpena County, Michigan, United States",26007,Alpena County,Michigan
"Antrim County, Michigan, United States",26009,Antrim County,Michigan
"Arenac County, Michigan, United States",26011,Arenac County,Michigan
"Baraga County, Michigan, United States",26013,Baraga County,Michigan
"Barry County, Michigan, United States",26015,Barry County,Michigan
"Bay County, Michigan, United States",26017,Bay County,Michigan
"Benzie County, Michigan, United States",26019,Benzie County,Michigan
"Berrien County, Michigan, United States",26021,Berrien County,Michigan
"Branch County, Michigan, United States",26023,Branch County,Michigan
"Calhoun County, Michigan, United States",26025,Calhoun County,Michigan
"Cass County, Michigan, United States",26027,Cass County,Michigan
"Charlevoix County, Michigan, United States",26029,Charlevoix County,Michigan
"Cheboygan County, Michigan, United States",26031,Cheboygan County,Michigan
"Chippewa County, Michigan, United States",26033,Chippewa County,Michigan
"Clare County, Michigan, United States",26035,Clare County,Michigan
"Clinton County, Michigan, United States",26037,Clinton County,Michigan
"Crawford County, Michigan, United States",26039,Crawford County,Michigan
"Delta County, Michigan, United States",26041,Delta County,Michigan
"Dickinson County, Michigan, United States",26043,Dickinson County,Michigan
"Eaton County, Michigan, United States",26045,Eaton County,Michigan
"Emmet County, Michigan, United States",26047,Emmet County,Michigan
"Genesee County, Michigan, United States",26049,Genesee County,Michigan
"Gladwin County, Michigan, United States",26051,Gladwin County,Michigan
"Gogebic County, Michigan, United States",26053,Gogebic County,Michigan
"Grand Traverse County, Michigan, United States",26055,Grand Traverse County,Michigan
"Gratiot County, Michigan, United States",26057,Gratiot County,Michigan
"Hillsdale County, Michigan, United States",26059,Hillsdale County,Michigan
"Houghton County, Michigan, United States",26061,Houghton County,Michigan
"Huron County, Michigan, United States",26063,Huron County,Michigan
"Ingham County, Michigan, United States",26065,Ingham County,Michigan
"Ionia County, Michigan, United States",26067,Ionia County,Michigan
"Iosco County, Michigan, United States",26069,Iosco County,Michigan
"Iron County, Michigan, United States",26071,Iron County,Michigan
"Isabella County, Michigan, United States",26073,Isabella County,Michigan
"Jackson County, Michigan, United States",26075,Jackson County,Michigan
"Kalamazoo County, Michigan, United States",26077,Kalamazoo County,Michigan
"Kalkaska County, Michigan, United States",26079,Kalkaska County,Michigan
"Kent County, Michigan, United States",26081,Kent County,Michigan
"Keweenaw County, Michigan, United States",26083,Keweenaw County,Michigan
"Lake County, Michigan, United States",26085,Lake County,Michigan
"Lapeer County, Michigan, United States",26087,Lapeer County,Michigan
"Leelanau County, Michigan, United States",26089,Leelanau County,Michigan
"Lenawee County, Michigan, United States",26091,Lenawee County,Michigan
"Livingston County, Michigan, United States",26093,Livingston County,Michigan
"Luce County, Michigan, United States",26095,Luce County,Michigan
"Mackinac County, Michigan, United States",26097,Mackinac County,Michigan
"Macomb County, Michigan, United States",26099,Macomb County,Michigan
"Manistee County, Michigan, United States",26101,Manistee County,Michigan
"Marquette County, Michigan, United States",26103,Marquette County,Michigan
"Mason County, Michigan, United States",26105,Mason County,Michigan
"Mecosta County, Michigan, United States",26107,Mecosta County,Michigan
"Menominee County, Michigan, United States",26109,Menominee County,Michigan
"Midland County, Michigan, United States",26111,Midland County,Michigan
"Missaukee County, Michigan, United States",26113,Missaukee County,Michigan
"Monroe County, Michigan, United States",26115,Monroe County,Michigan
"Montcalm County, Michigan, United States",26117,Montcalm County,Michigan
"Montmorency County, Michigan, United States",26119,Montmorency County,Michigan
"Muskegon County, Michigan, United States",26121,Muskegon County,Michigan
"Newaygo County, Michigan, United States",26123,Newaygo County,Michigan
"Oakland County, Michigan, United States",26125,Oakland County,Michigan
"Oceana County, Michigan, United States",26127,Oceana County,Michigan
"Ogemaw County, Michigan, United States",26129,Ogemaw County,Michigan
"Ontonagon County, Michigan, United States",26131,Ontonagon County,Michigan
"Osceola County, Michigan, United States",26133,Osceola County,Michigan
"Oscoda County, Michigan, United States",26135,Oscoda County,Michigan
"Otsego County, Michigan, United States",26137,Otsego County,Michigan
"Ottawa County, Michigan, United States",26139,Ottawa County,Michigan
"Presque Isle County, Michigan, United States",26141,Presque Isle County,Michigan
"Roscommon County, Michigan, United States",26143,Roscommon County,Michigan
"Saginaw County, Michigan, United States",26145,Saginaw County,Michigan
"St. Clair County, Michigan, United States",26147,St. Clair County,Michigan
"St. Joseph County, Michigan, United States",26149,St. Joseph County,Michigan
"Sanilac County, Michigan, United States",26151,Sanilac County,Michigan
"Schoolcraft County, Michigan, United States",26153,Schoolcraft County,Michigan
"Shiawassee County, Michigan, United States",26155,Shiawassee County,Michigan
"Tuscola County, Michigan, United States",26157,Tuscola County,Michigan
"Van Buren County, Michigan, United States",26159,Van Buren County,Michigan
"Washtenaw County, Michigan, United States",26161,Washtenaw County,Michigan
"Wayne County, Michigan, United States",26163,Wayne County,Michigan
"Wexford County, Michigan, United States",26165,Wexford County,Michigan
"Aitkin County, Minnesota, United States",27001,Aitkin County,Minnesota
"Anoka County, Minnesota, United States",27003,Anoka County,Minnesota
"Becker County, Minnesota, United States",27005,Becker County,Minnesota
"Beltrami County, Minnesota, United States",27007,Beltrami County,Minnesota
"Benton County, Minnesota, United States",27009,Benton County,Minnesota
"Big Stone County, Minnesota, United States",27011,Big Stone County,Minnesota
"Blue Earth County, Minnesota, United States",27013,Blue Earth County,Minnesota
"Brown County, Minnesota, United States",27015,Brown County,Minnesota
"Carlton County, Minnesota, United States",27017,Carlton County,Minnesota
"Carver County, Minnesota, United States",27019,Carver County,Minnesota
"Cass County, Minnesota, United States",27021,Cass County,Minnesota
"Chippewa County, Minnesota, United States",27023,Chippewa County,Minnesota
"Chisago County, Minnesota, United States",27025,Chisago County,Minnesota
"Clay County, Minnesota, United States",27027,Clay County,Minnesota
"Clearwater County, Minnesota, United States",27029,Clearwater County,Minnesota
"Cook County, Minnesota, United States",27031,Cook County,Minnesota
"Cottonwood County, Minnesota, United States",27033,Cottonwood County,Minnesota
"Crow Wing County, Minnesota, United States",27035,Crow Wing County,Minnesota
"Dakota County, Minnesota, United States",27037,Dakota County,Minnesota
"Dodge County, Minnesota, United States",27039,Dodge County,Minnesota
"Douglas County, Minnesota, United States",27041,Douglas County,Minnesota
"Faribault County, Minnesota, United States",27043,Faribault County,Minnesota
